timestamp_ms,emg1_left,emg2_right,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,label
42910,677,42,-0.591,0.59,-0.497,0.0,0.0,-1.766,left_hold
42915,704,40,-0.591,0.59,-0.497,0.0,0.0,-1.672,left_hold
42920,657,38,-0.591,0.59,-0.496,0.0,0.0,-1.715,left_hold
42925,594,36,-0.59,0.59,-0.497,0.0,0.0,-1.82,left_hold
42930,551,37,-0.59,0.589,-0.498,0.0,0.0,-1.887,left_hold
42935,515,41,-0.59,0.59,-0.499,0.0,0.0,-1.904,left_hold
42940,512,42,-0.59,0.59,-0.499,0.0,0.0,-1.961,left_hold
42945,509,46,-0.59,0.59,-0.501,0.0,0.0,-2.112,left_hold
42950,468,50,-0.591,0.588,-0.502,0.0,0.0,-2.312,left_hold
42955,467,49,-0.591,0.587,-0.504,0.0,0.0,-2.505,left_hold
42960,471,51,-0.592,0.586,-0.505,0.0,0.0,-2.768,left_hold
42965,475,51,-0.593,0.586,-0.505,0.0,0.0,-2.973,left_hold
42970,464,55,-0.593,0.588,-0.503,0.0,0.0,-2.902,left_hold
42975,489,56,-0.594,0.591,-0.501,0.0,0.0,-2.713,left_hold
42980,484,55,-0.594,0.594,-0.499,0.0,0.0,-2.53,left_hold
42985,471,56,-0.595,0.597,-0.497,0.0,0.0,-2.235,left_hold
42990,456,60,-0.595,0.597,-0.497,0.0,0.0,-1.984,left_hold
42995,508,60,-0.596,0.597,-0.497,0.0,0.0,-1.746,left_hold
43000,750,60,-0.596,0.595,-0.498,0.0,0.0,-1.553,left_hold
43005,855,62,-0.596,0.594,-0.5,0.0,0.0,-1.467,left_hold
43010,854,64,-0.596,0.592,-0.501,0.0,0.0,-1.392,left_hold
43015,856,68,-0.595,0.592,-0.503,0.0,0.0,-1.292,left_hold
43020,855,64,-0.595,0.591,-0.506,0.0,0.0,-1.078,left_hold
43025,853,69,-0.595,0.591,-0.506,0.0,0.0,0.0,left_hold
43030,812,67,-0.595,0.593,-0.505,0.0,0.0,0.0,left_hold
43035,767,65,-0.594,0.594,-0.505,0.0,0.0,0.0,left_hold
43040,739,64,-0.594,0.594,-0.506,0.0,0.0,0.0,left_hold
43045,780,65,-0.593,0.593,-0.506,0.0,0.0,0.0,left_hold
43050,795,67,-0.593,0.593,-0.505,0.0,0.0,0.0,left_hold
43055,856,68,-0.593,0.591,-0.505,0.0,0.0,0.0,left_hold
43060,857,71,-0.593,0.59,-0.505,0.0,0.0,0.0,left_hold
43065,858,73,-0.593,0.588,-0.505,0.0,0.0,0.0,left_hold
43070,853,75,-0.593,0.588,-0.504,0.0,0.0,0.0,left_hold
43075,855,73,-0.593,0.588,-0.503,0.0,0.0,0.0,left_hold
43080,857,72,-0.594,0.587,-0.503,0.0,0.0,0.0,left_hold
43085,855,72,-0.593,0.587,-0.502,0.0,0.0,0.0,left_hold
43090,855,71,-0.593,0.588,-0.503,0.0,0.0,0.0,left_hold
43095,855,71,-0.593,0.588,-0.503,0.0,0.0,0.0,left_hold
43100,856,73,-0.593,0.59,-0.503,0.0,0.0,0.0,left_hold
43105,855,68,-0.593,0.591,-0.503,0.0,0.0,0.0,left_hold
43110,857,69,-0.593,0.592,-0.503,0.0,0.0,0.0,left_hold
43115,855,67,-0.594,0.591,-0.504,0.0,0.0,0.0,left_hold
43120,856,67,-0.594,0.59,-0.504,0.0,0.0,0.0,left_hold
43125,858,64,-0.594,0.589,-0.504,0.0,0.0,0.0,left_hold
43130,854,66,-0.594,0.589,-0.504,0.0,0.0,0.0,left_hold
43135,855,59,-0.595,0.588,-0.504,0.0,0.0,0.0,left_hold
43140,857,58,-0.595,0.587,-0.504,0.0,0.0,0.0,left_hold
43145,855,55,-0.596,0.586,-0.504,0.0,0.0,0.0,left_hold
43150,854,54,-0.596,0.587,-0.505,0.0,0.0,0.0,left_hold
43155,855,55,-0.596,0.588,-0.506,0.0,0.0,0.0,left_hold
43160,856,54,-0.597,0.588,-0.507,0.0,0.0,0.0,left_hold
43165,855,50,-0.597,0.59,-0.507,0.0,0.0,0.0,left_hold
43170,850,47,-0.597,0.591,-0.508,0.0,0.0,0.0,left_hold
43175,856,53,-0.597,0.591,-0.508,0.0,0.0,0.0,left_hold
43180,855,55,-0.597,0.59,-0.509,0.0,0.0,0.0,left_hold
43185,855,53,-0.598,0.588,-0.51,0.0,0.0,0.0,left_hold
43190,856,56,-0.598,0.587,-0.51,0.0,0.0,0.0,left_hold
43195,855,57,-0.597,0.586,-0.509,0.0,0.0,0.0,left_hold
43200,855,59,-0.597,0.586,-0.508,0.0,0.0,0.0,left_hold
43205,856,59,-0.597,0.587,-0.508,0.0,0.0,0.0,left_hold
43210,855,59,-0.597,0.587,-0.509,0.0,0.0,0.0,left_hold
43215,854,59,-0.597,0.586,-0.509,0.0,0.0,0.0,left_hold
43220,856,58,-0.597,0.587,-0.509,0.0,0.0,0.0,left_hold
43225,853,53,-0.597,0.588,-0.509,0.0,0.0,0.0,left_hold
43230,858,52,-0.596,0.588,-0.51,0.0,0.0,0.0,left_hold
43235,856,52,-0.596,0.588,-0.509,0.0,0.0,0.0,left_hold
43240,855,52,-0.595,0.589,-0.509,0.0,0.0,0.0,left_hold
43245,856,52,-0.593,0.588,-0.511,0.0,0.0,0.0,left_hold
43250,857,47,-0.593,0.586,-0.511,0.0,0.0,0.0,left_hold
43255,855,50,-0.591,0.585,-0.511,0.0,0.0,0.0,left_hold
43260,854,46,-0.591,0.584,-0.51,0.0,0.0,0.0,left_hold
43265,855,47,-0.59,0.583,-0.511,0.0,0.0,0.0,left_hold
43270,855,46,-0.587,0.584,-0.511,0.0,0.0,0.0,left_hold
43275,855,48,-0.585,0.585,-0.511,0.0,0.0,0.0,left_hold
43280,856,49,-0.585,0.587,-0.511,0.0,0.0,0.0,left_hold
43285,854,50,-0.586,0.588,-0.512,0.0,-2.15,0.0,left_hold
43290,855,50,-0.588,0.59,-0.51,0.0,-2.136,0.0,left_hold
43295,857,49,-0.585,0.592,-0.51,0.0,-1.779,0.0,left_hold
43300,856,48,-0.582,0.593,-0.508,0.0,-1.448,0.0,left_hold
43305,855,45,-0.583,0.593,-0.506,0.0,-1.274,0.0,left_hold
43310,855,46,-0.582,0.592,-0.502,0.0,-1.13,0.0,left_hold
43315,856,43,-0.582,0.591,-0.5,0.0,-1.17,0.0,left_hold
43320,857,42,-0.582,0.588,-0.498,0.0,-1.307,0.0,left_hold
43325,855,40,-0.583,0.586,-0.498,0.0,-1.453,0.0,left_hold
43330,855,40,-0.583,0.583,-0.497,0.0,-1.572,0.0,left_hold
43335,855,40,-0.583,0.582,-0.497,0.0,-1.694,0.0,left_hold
43340,855,43,-0.584,0.581,-0.498,0.0,-1.76,0.0,left_hold
43345,856,42,-0.585,0.58,-0.499,0.0,-1.767,0.0,left_hold
43350,856,46,-0.586,0.581,-0.501,0.0,-1.765,0.0,left_hold
43355,856,48,-0.587,0.581,-0.502,0.0,-1.755,0.0,left_hold
43360,851,48,-0.588,0.581,-0.502,0.0,-1.754,0.0,left_hold
43365,847,50,-0.59,0.581,-0.503,0.0,-1.771,0.0,left_hold
43370,854,51,-0.591,0.582,-0.503,0.0,-1.793,0.0,left_hold
43375,856,49,-0.591,0.582,-0.503,0.0,-1.813,0.0,left_hold
43380,856,49,-0.592,0.583,-0.504,0.0,-1.806,0.0,left_hold
43385,855,48,-0.593,0.584,-0.505,0.0,-1.765,0.0,left_hold
43390,854,47,-0.594,0.585,-0.506,0.0,-1.696,0.0,left_hold
43395,781,47,-0.594,0.586,-0.507,0.0,-1.594,0.0,left_hold
43400,725,47,-0.595,0.587,-0.508,0.0,-1.47,0.0,left_hold
43405,664,47,-0.595,0.588,-0.508,0.0,-1.352,0.0,left_hold
43410,679,44,-0.595,0.588,-0.508,0.0,-1.257,0.0,left_hold
43415,672,43,-0.594,0.586,-0.508,0.0,-1.224,0.0,left_hold
43420,627,46,-0.594,0.585,-0.509,0.0,-1.228,0.0,left_hold
43425,715,42,-0.593,0.584,-0.509,0.0,-1.24,0.0,left_hold
43430,713,44,-0.592,0.583,-0.508,0.0,-1.285,0.0,left_hold
43435,662,45,-0.592,0.583,-0.508,0.0,-1.341,0.0,left_hold
43440,602,42,-0.591,0.584,-0.508,0.0,-1.406,0.0,left_hold
43445,554,45,-0.591,0.583,-0.508,0.0,-1.473,0.0,left_hold
43450,518,41,-0.591,0.582,-0.509,0.0,-1.506,0.0,left_hold
